,area,perimeter,physiological_length,physiological_width,aspect_ratio,rectangularity,circularity,mean_r,mean_g,mean_b,stddev_r,stddev_g,stddev_b,contrast,correlation,inverse_difference_moments,entropy
0,280822.0,3638.731558442116,1417,914,1.5503282275711159,4.61195347942825,47.1486114136449,10.49335,19.798978125,8.049865625,30.772753108919243,47.62327968893756,28.250066627551686,12.60749271064628,0.9981867771803935,0.8747523553471561,2.2926823612328167
0,326785.0,3338.296798825264,1410,564,2.5,2.433526630659302,34.102622571559294,9.732555729166666,23.087016666666667,5.9583703125,25.739689018119428,50.91529957905313,21.002124242520917,15.702291979976065,0.9979333511637077,0.85581522081751,2.588301628989005
0,248368.0,3399.8888436555862,1342,811,1.654747225647349,4.382054048830767,46.54079490600126,8.4953953125,17.5386359375,5.8218375,26.50283506149587,45.37499598225141,23.25147687510613,14.59666392805515,0.9976232728071791,0.8882034040768002,2.0927719489424237
0,295805.5,3617.719361424446,1413,899,1.57174638487208,4.29433191742547,44.24492911059903,11.034011458333334,20.444709375,8.72889375,31.289176434842492,47.782072957038906,29.247208651445888,13.050817720946672,0.9982035821243904,0.868840623143905,2.376753905908903
0,235298.0,3670.922461271286,1418,966,1.4679089026915113,5.821502945201404,57.27065982994346,7.761883854166666,15.329428645833334,5.7052463541666665,26.47335887998716,41.271422394373666,25.070850250189633,13.606290650515175,0.9979372433776919,0.8940092447348333,1.9932445632974252
0,209500.0,3489.369077205658,1399,821,1.7040194884287454,5.482477326968974,58.11788332677358,8.131403125,15.888586979166666,6.078086979166667,28.833973648176546,44.778705552895964,27.204572222689286,9.484266604620927,0.998217817985521,0.9049351947533323,1.8331174654519953
0,278017.0,3384.6584035158157,1312,841,1.5600475624256838,3.968793275231371,41.20579859681325,10.038700520833334,19.935440625,7.3475359375,28.657903972240987,48.06238483735242,25.47056298294132,11.851955275446693,0.998185205819792,0.8771598226869467,2.24187713629565
0,199010.0,3598.623909473419,1423,861,1.6527293844367015,6.156489623637003,65.0725794775828,6.8991171875,14.7263265625,5.054159375,26.06507505767649,42.93309356617695,24.967669033580883,11.907633172248898,0.9977332679402728,0.9075373051983704,1.7982845320075267
0,193386.0,3380.266483426094,1360,758,1.7941952506596306,5.330685778701664,59.08494668163059,5.766157291666667,14.245190104166667,3.447284375,22.58559595563269,42.26467495439096,20.10945930040257,12.322516573477433,0.9975855464114809,0.9110573622242593,1.7040686613145668
0,330048.0,3600.305144429207,1387,916,1.5141921397379912,3.849415842544115,39.27367271731206,12.831732291666667,27.1573859375,6.820429166666667,32.12817481943743,58.60535341534521,25.73164584836764,14.202062369395112,0.9977709415512416,0.8489295691004893,2.7005936273948095
0,359163.5,3596.440151810646,1397,878,1.5911161731207288,3.415063056240403,36.01251732304586,12.5317375,26.060769791666665,8.825434375,30.363662133342203,53.93353070322532,26.079604035227142,10.828106386411976,0.9986092455042722,0.8483521919925231,2.7370343357670723
0,219832.0,3512.055367588997,1385,844,1.6409952606635072,5.31742421485498,56.108905459672314,8.538714583333334,16.168514583333334,6.102978125,28.17918181280947,44.52645887935852,25.064791368353852,10.794609753956859,0.998001682497401,0.9025257844616125,1.8712115598579324
0,231084.5,3534.5477904081345,1371,900,1.5233333333333334,5.339605209349827,54.062596507680205,8.6329953125,16.82742916666667,6.5174015625,28.423632823266164,45.06640838962894,27.156355385261527,12.103914042909,0.9979076201305048,0.8967325120297329,1.9446686698086395
0,229428.5,3531.6604830026627,1364,912,1.4956140350877194,5.422029085314161,54.36389013223118,8.931160416666666,16.518891666666665,7.334003125,29.571611856279198,44.50895283747155,28.92822731628211,13.007532007924578,0.9977864018573332,0.8951307295767399,1.961745906425826
0,243838.0,3464.8594155311584,1371,818,1.676039119804401,4.599274928436093,49.23453591890895,8.7399109375,16.9812296875,6.6679739583333335,27.711060931519782,44.35820256338769,25.687525858854574,11.322209685038029,0.9981672558524919,0.8927922513155087,2.011886385765762
0,303590.5,3356.876653313637,1308,815,1.6049079754601228,3.511374697166084,37.11783097811744,11.276551041666666,21.692467708333332,8.271359895833333,30.012571510752295,49.83655932911677,26.281500083127572,16.490400849391474,0.9975925101712481,0.8622437928034921,2.4939099055252596
0,205659.5,3607.4737552404404,1374,1002,1.3712574850299402,6.694307824340719,63.278705310226684,7.98429375,15.203192708333333,5.679565104166667,27.987140298067448,43.43181371911163,25.313142751477912,10.967240247659008,0.9978947871294892,0.9073787790225103,1.7851101498056965
0,252865.5,3728.0767834186554,1431,993,1.4410876132930515,5.619521049728017,54.96422605323853,9.427308333333333,18.329265104166666,6.644078125,30.427748168898898,46.65711200489174,28.628219157308703,10.89830041995467,0.9983232490868879,0.8863723841578168,2.1541044250845283
0,259453.0,3661.8097537755966,1414,959,1.4744525547445255,5.226480325916447,51.68123194893139,9.72199375,18.597500520833332,7.0180375,30.063279598761248,46.77864566790534,27.258322499411562,12.466251824926033,0.9980809376531848,0.8819123568281523,2.1815747787524415
0,288926.0,3759.1234661340714,1434,990,1.4484848484848485,4.913576486712861,48.90874906944973,10.713851041666667,21.426922916666665,6.92093125,30.42022730339652,50.44017392076044,26.000347718176894,13.009087031612108,0.998057886819064,0.8709854226533722,2.389084386364276
0,321254.5,3522.8665450811386,1339,908,1.474669603524229,3.7845757802614437,38.631641562847896,12.6517140625,25.768717708333334,7.5750296875,31.94899531430118,56.53097407949522,25.508405716795806,9.842244537767346,0.9984539256614441,0.8604637402642331,2.559637172813489
0,335139.0,3626.1529163122177,1376,978,1.4069529652351738,4.015432402674711,39.23442205317674,12.515494270833333,24.697154166666667,8.738370833333333,30.72189221010383,53.30352084432352,25.038601285731122,17.66919262703807,0.9974901952318841,0.8492288777835252,2.658542944852791
0,310174.5,3763.189483165741,1406,1042,1.3493282149712091,4.723315424059683,45.656864397973514,11.921009895833333,22.411253125,7.6196453125,31.06183590237293,50.66731117701871,25.23583085530433,12.8453412232968,0.9981669574493135,0.862509214406394,2.496160468098247
0,287473.0,3400.412805080414,1243,987,1.259371833839919,4.267673833716557,40.222237375179056,10.963251041666666,20.810513541666666,7.607494791666666,30.248750138323558,49.132278829778606,26.505784531301174,13.075054354520827,0.9980147860561789,0.8698024167828182,2.316911757754225
0,316403.5,3684.7975690364838,1403,973,1.4419321685508737,4.314487671596553,42.91271469745809,11.93329375,23.3966140625,7.797022395833333,30.280249050625034,52.120720246906224,24.31452788433369,16.788716287088796,0.9975303441107399,0.855816905426574,2.5393357142786073
0,303588.5,3674.2290247678757,1391,968,1.43698347107438,4.435240465300892,44.46795226580287,12.274479166666667,22.917753645833333,8.226646354166666,32.07618250515067,52.16020225804085,27.266386714249027,14.402902973473228,0.9977932296513246,0.8605719687039225,2.4947656713490227
0,348207.0,3788.8635745048523,1411,1039,1.358036573628489,4.210222654915036,41.22687707659434,12.360609895833333,25.019514583333333,7.878694270833333,31.241272741074333,52.837202944652255,26.670851833494904,15.824280300232179,0.9979778566069007,0.843193690434034,2.8134999636683267
0,220082.0,3640.922461271286,1401,968,1.447314049586777,6.162103216074009,60.23353281499514,8.7019484375,15.223778645833333,7.221357291666667,30.01456842718645,42.33753412178727,29.435755360747223,12.534193691415254,0.9979124139177797,0.8979836734421832,1.9435602687411397
0,209569.5,3671.272746324539,1398,1014,1.378698224852071,6.764209486590367,64.31395588530451,8.36409375,15.043438020833333,7.2393442708333335,29.327164620868896,42.688108647598554,30.01399602767325,12.757873128315278,0.9977012160920409,0.8999199667120914,1.9009611096931969
0,280185.0,3631.809762120247,1366,992,1.377016129032258,4.836347413316202,47.07618947563904,9.8272609375,21.015772916666666,6.3966484375,27.738680297623876,50.427688194401384,22.958594744042916,16.310533544436442,0.9973962611007088,0.8735701612572008,2.318482547892022
0,273135.0,3578.8392057418823,1360,968,1.4049586776859504,4.819887601369286,46.89289201513972,9.4545359375,18.897390104166668,7.205166145833333,27.92772567081001,46.16647652857474,25.895909427586645,15.086291676533486,0.9977646171835444,0.8770268205112254,2.1958059504317085
0,227261.0,3670.887959122658,1404,1004,1.3984063745019921,6.202630455731516,59.29490061397121,8.5876109375,17.915898958333333,5.401917708333333,27.4782937317251,48.18369100741582,23.861553252335895,11.144102932396635,0.9978013949154594,0.8978708102738063,1.9134978587049303
0,228750.0,3741.373241662979,1424,1021,1.3947110675808032,6.355864480874317,61.192890637953,8.217227083333333,16.949930729166667,5.5340260416666665,26.75756863134117,45.63661766294641,23.307681350508073,15.05066103595924,0.9972828172896626,0.8942623786859012,1.9699703788803375
0,379596.5,3774.1356649398804,1382,1058,1.3062381852551985,3.8518690240821503,37.52431863141834,14.431504166666667,30.447519270833332,8.055049479166666,33.1708849022123,60.494696538744044,27.705946512599233,13.188639125638108,0.9981803093063544,0.8320459632278943,2.998122829285646
0,388800.5,3743.2584689855576,1416,974,1.4537987679671458,3.5472793887867944,36.03900706308788,16.417396354166666,32.914872395833335,8.414529166666666,35.561518872994746,64.20432213562557,25.69542059450119,20.75963931647621,0.9968424598270772,0.817657834403883,3.1429305061850084
0,379928.5,3952.4098237752914,1485,1091,1.3611365719523374,4.264315522525949,41.11706127620179,13.107871875,25.241685416666666,10.532777083333333,31.831068943988,51.14153648243636,28.85759906124339,16.06143929478226,0.9982046069894128,0.8341431178642731,3.0382235194269933
0,6.5,19.55634891986847,7,8,0.875,8.615384615384615,58.83858201163702,10.1467546875,17.97295,8.5540421875,32.39696822298136,47.321378697573536,30.616253092112743,12.8424888279787,0.9977235225200006,0.8904393105648767,2.104303025908234
0,353081.0,3596.1041380167007,1362,943,1.4443266171792153,3.6375959057553366,36.626057396067296,15.119828125,28.631925,10.246494791666667,36.659369007282784,59.501463680899306,30.923424907762328,11.911587567766981,0.9982020751648156,0.8445620196230705,2.857806387480246
0,365001.0,3876.2849382162094,1450,1073,1.3513513513513513,4.262591061394352,41.16587330511928,11.859769270833333,23.990310416666667,9.489608854166667,28.910863144126818,49.64315545163611,25.403410354696245,16.626791374834987,0.9980700256694514,0.8432353286197931,2.814439703840128
0,331442.0,3715.442228794098,1402,982,1.4276985743380854,4.1538610073557365,41.6498541389035,11.7378140625,23.451413541666668,8.6639625,29.244302074877368,51.150111516066765,24.324870795448426,16.04751341177734,0.997818648079729,0.8518049053836835,2.649345482066782
0,330239.5,3752.478815317154,1440,988,1.45748987854251,4.308146057633929,42.63904608444487,10.4152234375,20.517122395833333,8.710008854166666,27.25058337328672,45.40073739249062,24.719817695650008,14.97361355344654,0.9982291694651998,0.8583463815499026,2.5697785675841107
0,369893.5,3635.920380473137,1391,926,1.5021598272138228,3.482261786162774,35.73979270557585,12.1980234375,26.4653125,7.775140625,29.318733518958503,53.779387895385504,24.078006750867242,11.829701753825201,0.9985574850063539,0.8407101749988056,2.808009020973994
0,454147.0,3758.496056675911,1398,1021,1.3692458374142997,3.142942703573953,31.10511047755104,16.71407760416667,36.04242552083333,10.982276041666667,34.11274088329843,64.16127863124314,27.098434484049108,13.644265017970863,0.9983154826656087,0.8022954000743923,3.4917588632135894
0,253089.5,3752.537678360939,1477,944,1.5646186440677967,5.50907090179561,55.638574605104154,10.083590104166667,18.910333333333334,7.765735416666667,31.00614560532561,48.06437207551857,28.132306315811743,12.621520817978926,0.9978610505265272,0.8831282055393185,2.1878940420484922
0,407494.0,3690.3295385837555,1388,977,1.420675537359263,3.327842863944009,33.42020275965731,15.051540104166667,30.998955729166667,8.839905729166667,34.51293840076737,59.0681309172326,29.27025106534983,10.498686706558157,0.9987404146044025,0.8275591702662339,3.1754354411692294
0,414476.0,3764.589421272278,1402,989,1.4175935288169867,3.3453758480587537,34.1928929799437,16.883216145833334,34.027321875,9.005214583333334,35.772464672131605,64.22042524882674,25.664776179616023,12.250422999602245,0.9982937664850021,0.8212103106792608,3.250787883623632
0,439595.5,3723.317340731621,1390,983,1.4140386571719228,3.108243828701613,31.536018953316827,13.448005729166667,30.179149479166668,9.361286979166668,29.080084908102776,55.55389250675072,23.479650949233715,15.85369156843645,0.9983420696856604,0.8091067252349926,3.3806395098642428
0,384019.0,3469.829977273941,1332,863,1.5434530706836616,2.9933831398967237,31.351886420174207,12.754890625,25.520333854166665,8.373674479166667,29.920424906786025,51.0423731353116,24.448447317524813,11.715235122468254,0.9986920980443877,0.8354313692885886,2.9379682384230623
0,3.5,8.242640614509583,4,3,1.3333333333333333,3.4285714285714284,19.4117497999894,21.2483890625,44.79127916666667,12.825871875,36.85190905924852,71.03305448425924,26.36784624982507,10.66015177450856,0.998690195198433,0.7856490035563813,3.8875728101589004
0,577317.0,3545.3262397050858,1517,552,2.7481884057971016,1.450475215522841,21.771986873661096,18.615986979166667,46.17423229166667,9.287582291666666,32.547259055420696,70.07624522011876,22.38205188148573,18.650053380824883,0.9980298715448395,0.7476807262967828,4.2075729483470745
0,634350.0,3699.531425356865,1383,836,1.6543062200956937,1.8226341924804919,21.57568025097028,23.499153125,54.74344166666667,10.8900640625,37.05390878941749,77.13207095968521,23.447823304850267,18.222387541949175,0.9979116085678577,0.7250271304726688,4.552401829020491
0,771058.5,4126.013737678528,1476,1025,1.44,1.9621079334447387,22.07872601561611,29.928353125,64.79750833333334,17.253202604166667,39.97948587317794,78.51504428053863,27.66357149611036,20.063170824670532,0.9978631383665766,0.6737894349244403,5.28310592403855
0,807009.5,4135.504074811935,1499,968,1.5485537190082646,1.7980358347702226,21.192308086566666,32.68772135416667,67.81517708333334,20.989261979166667,41.6143687532907,79.19239315235903,29.69705482744164,24.197107272692072,0.9973967792744651,0.6531868425024432,5.563593939208136
0,750402.0,3974.7761483192444,1409,1012,1.3922924901185771,1.9001921636669412,21.053842379481356,27.3873734375,58.941802083333336,17.76366979166667,38.461768404470014,73.36513964469665,28.167418920760728,21.315579385787103,0.9979288124174647,0.6830433903476543,5.22314168203688
0,769220.0,3936.786253809929,1445,914,1.5809628008752736,1.7169730376225267,20.148053883397225,29.050398958333332,63.18020364583333,18.222559375,39.23597681480184,76.93440724951043,28.02337206525891,21.866838448885467,0.9977266415607228,0.6741336273073341,5.313023037481066
0,127.0,48.97056233882904,20,10,2.0,1.5748031496062993,18.882802958906623,28.123703125,61.87623020833333,17.324054166666667,37.894802367807614,74.05884970467967,27.37595685810936,22.832923788865905,0.9978100263983631,0.666894483073944,5.3697169768116515
0,692671.5,3857.7395741939545,1368,974,1.404517453798768,1.9236131412942499,21.485155116533814,24.912427083333334,59.7084234375,13.787504166666666,37.03728955313277,78.79223505843729,25.41771719891753,23.854606240968824,0.9973701266654931,0.6919428161234094,4.971125976733175
0,705301.5,3867.9750740528107,1387,940,1.475531914893617,1.848542786311953,21.212532758676744,32.20500052083333,68.8871046875,16.1498046875,45.28692524585828,89.29029924658248,27.124006619931794,19.91034407989173,0.9971475802580159,0.6880466780831493,5.161181250920321
0,853359.0,4165.66345500946,1493,1016,1.469488188976378,1.7775496596391436,20.334644645924346,33.09824270833333,77.1267453125,16.621930729166667,40.78438497446368,85.23739085453205,25.699169785986324,21.04008793336614,0.9975978022186005,0.6345011701229935,5.778409209564446
0,757460.0,3952.7273741960526,1375,988,1.3917004048582995,1.793494045890212,20.626902667756475,28.994091666666666,68.3895140625,13.609189583333333,40.09333422735752,83.82436342923194,24.83978853173995,21.935380071977328,0.9974833317101024,0.6684573888535621,5.395904440388196
0,829411.5,4235.303059220314,1498,1040,1.4403846153846154,1.8783438618827928,21.627132012807817,35.33748125,73.768621875,18.890906770833332,43.97994898423482,83.84722873946562,28.120393219391204,26.583237957857143,0.9969071845659979,0.6397754200502781,5.755477536378853
0,750834.0,3953.982218146324,1438,954,1.5073375262054507,1.8271042600628102,20.822146281890973,27.877438020833335,64.9700046875,12.445232291666667,39.03093237686103,80.52241734817532,23.88680919719342,27.63803685207412,0.9970341611433439,0.6701784758997346,5.421374195106331
0,178.0,55.455843687057495,20,15,1.3333333333333333,1.6853932584269662,17.27725055642334,24.316755729166665,59.330856770833336,12.5446875,38.778034276772466,81.72750335174624,24.763455873067144,23.179984792826456,0.9973290080591639,0.6988411557072207,5.120213377590111
0,808587.0,4302.918283104897,1530,1055,1.4502369668246446,1.996260142693365,22.898099711074245,32.28588229166667,71.45060364583334,18.407083333333333,41.8469405052346,83.23230797743263,27.950488923744935,23.560871162189486,0.997359935101857,0.6466347165715787,5.716333959437185
0,808152.0,4121.570093154907,1484,1034,1.435203094777563,1.8987220225898098,21.019981430212326,34.55632083333333,75.35212291666667,15.885558333333334,43.79149052666586,87.40438140997217,25.815753789690724,24.55693489080349,0.9969393472946511,0.647253609660631,5.646431585990959
0,93.5,37.899494767189026,10,13,0.7692307692307693,1.3903743315508021,15.362264209713246,32.27324479166667,74.13105364583333,14.78315,43.867624650671054,90.22296790708418,25.959390060775693,21.837500063243237,0.997129606185675,0.6620842450025776,5.600540784487846
0,892.5,122.81118190288544,45,31,1.4516129032258065,1.5630252100840336,16.899256471018056,33.590572395833334,66.37097552083333,20.3451890625,47.98568399550137,88.15847872094953,32.24832655914561,14.50713654241261,0.9978336962573509,0.7085539361693324,4.985893220682818
0,14.5,15.41421353816986,5,5,1.0,1.7241379310344827,16.386067517262,23.511147395833333,54.6397296875,14.607919791666667,35.66448191867129,71.42754200491882,26.381224999708248,17.008107756926638,0.9984419714638165,0.6968783848991518,5.063636348154467
0,650013.5,3701.122263431549,1378,831,1.6582430806257522,1.7616834111906907,21.073879248459722,23.688198958333334,51.36634895833333,13.7854890625,36.730561680437354,71.5268225832616,25.42343585723341,19.20810245541547,0.9980413290288096,0.7202692544309948,4.663635056933176
0,619280.0,3678.0167100429535,1253,978,1.2811860940695297,1.9788044180338458,21.844411121552756,25.457884895833335,56.915053125,13.821143229166667,39.820150563519164,81.58171290738765,25.967673841426286,19.760587876110364,0.9973663810320017,0.7252111065705998,4.564326806745491
0,815493.5,4214.391374468803,1487,1041,1.4284341978866475,1.8981966134616646,21.779566185625086,33.5910171875,69.93596145833334,19.74084375,42.730621256365026,80.56948804773127,31.638948990862804,18.850879292422913,0.9979266803338752,0.6597993917791373,5.4686154170167125
0,625256.5,3798.970020890236,1376,927,1.4843581445523193,2.040045965135908,23.082004296832995,22.130956770833333,54.820540625,9.323303645833333,36.280904783186884,78.19743155388404,23.12535121946096,17.780290486218586,0.9979547042252227,0.7275948175222435,4.591788467465401
0,660595.0,3821.957824587822,1308,1005,1.3014925373134327,1.9899333176908696,22.1124313882607,25.467306770833332,59.299982291666666,11.811633854166667,38.77167352089795,80.85239916817359,24.29815733684219,16.958407328873143,0.9979691490359491,0.7118894065926055,4.728677743727992
0,888567.0,4327.285817742348,1525,1079,1.4133456904541242,1.851829968927498,21.073709183926546,38.83762604166667,80.80555989583333,20.225041666666666,44.912111433862194,85.95473396784723,28.545086650302252,19.67635744031925,0.9976347326003963,0.6237861493902215,5.937242161131895
0,8.0,10.828427076339722,4,4,1.0,2.0,14.656854118450902,32.93500885416667,75.20139791666666,12.6405765625,45.4174595948166,93.04645035838722,25.601288108480208,15.623044009915585,0.997795959324626,0.678096702675031,5.401373391419272
0,837476.0,4239.202555656433,1455,1102,1.3203266787658803,1.9145742683969451,21.458332307891848,32.20593489583333,68.46451979166666,20.78402552083333,40.44462814152428,77.97385223124365,28.79796208290643,28.900791813902796,0.9970934682632451,0.6341155094626584,5.922901560907499
0,709384.0,3869.9233387708664,1319,1032,1.2781007751937985,1.9188591792315586,21.111706280326946,30.7934859375,68.8295390625,16.899422916666666,43.79852162131526,89.64431612423226,27.570261395514105,26.19877083201849,0.996325178945388,0.6772481164428973,5.3604196958434205
0,811398.0,4027.1537878513336,1413,1018,1.388015717092338,1.772784749284568,19.987684996765267,35.061795833333335,73.19617135416667,19.1979046875,43.994163983513936,84.78531817323862,28.18675039441696,21.679613749201742,0.9974120562579822,0.6482547741451491,5.663125305620808
0,717318.5,3943.9161961078644,1358,1010,1.3445544554455446,1.91209344245269,21.68419601881441,29.874946354166667,62.53368489583333,18.2898796875,42.093978261225196,80.23040958775836,28.96572661274486,21.209134567191533,0.9975441615557457,0.6813430542413347,5.1625880264382396
0,500829.5,3406.0440541505814,1345,687,1.957787481804949,1.844969196103664,23.163843381459216,13.813038020833334,37.432588020833336,5.971770833333333,28.66982169368186,62.907060484098885,20.274329828360507,12.997291727410605,0.9986911348592901,0.7905405063332451,3.6899768839359477
0,750391.5,3992.3669917583466,1350,1061,1.2723845428840717,1.9088036045184413,21.240904510354383,27.090167708333333,63.127075,14.2337796875,38.242951175034065,78.27174742967205,24.95754097953586,24.270601885357003,0.9974965052695074,0.6710454756884385,5.332181447706506
0,579317.0,3484.997372150421,1266,821,1.5420219244823385,1.7941576028323007,20.96469926464326,19.690588541666667,47.01268541666666,10.418186979166666,34.15293397241963,71.08305444100965,22.57469747315836,20.126128230631963,0.997822976430213,0.7447504774306062,4.29172432610612
0,743530.0,4025.6146816015244,1448,968,1.4958677685950412,1.885147875674149,21.795453532104613,30.866272916666667,59.89172083333333,19.750980208333335,42.79688613556504,74.94193721640148,32.09033782701097,24.400352452068585,0.9974878927707531,0.6753187950269977,5.269614774443479
0,459638.0,3345.1050177812576,1181,879,1.3435722411831628,2.258514309086716,24.34465292248541,12.597003645833333,33.372805729166664,6.1563359375,27.501634718098064,59.28502550139285,20.043029550290388,12.70391636362072,0.9986804534887512,0.8057089083770924,3.4068003703241545
0,707216.0,3916.644124031067,1393,951,1.4647739221871714,1.8731801882310355,21.690828819352337,30.939170833333332,68.61968697916667,13.228968229166666,43.879053134487144,88.66783699117565,25.267438060757147,18.725389199432747,0.9974189382563299,0.6924052351833108,5.111962110733911
0,615140.0,3710.0999689102173,1381,852,1.6208920187793427,1.9127548200409663,22.376762654530015,20.143748958333333,51.2387015625,10.080125,33.212369601856324,74.1296926086407,22.681564852343012,18.518271723552548,0.9979854080914683,0.7340580137576324,4.368840454690348
0,819075.5,4159.2198041677475,1427,1094,1.3043875685557587,1.9059757006527482,21.120286688322622,33.59451875,72.61119114583333,19.900491666666667,42.657470056516054,83.95446263865757,28.275681103053863,22.425843110064275,0.9974449541311251,0.6419012024541758,5.830356273103105
0,746622.0,4049.462445139885,1443,1026,1.4064327485380117,1.9829552303575304,21.96311667028067,29.3355046875,66.32329947916666,15.88856875,40.11339181309029,82.46599574375655,25.823640790979162,23.449082277529847,0.99727928100313,0.6760812038901767,5.2806844292839505
0,791566.5,4040.602488398552,1398,1005,1.391044776119403,1.774948788257209,20.625517210812447,33.671747395833336,71.0060171875,19.016125520833334,43.66360318912105,84.26474259453136,28.400230538766348,33.239608559398576,0.9960471633110121,0.6447004731171472,5.6932890824399145
0,685882.5,3805.7151901721954,1381,894,1.5447427293064877,1.8000371783796787,21.116544172955848,24.520142708333335,58.656953125,12.344389583333333,36.53012657241012,78.17738492449863,23.3493155900387,21.708114799963163,0.9976123422736147,0.703686924825301,4.863455783441071
0,798524.0,4257.486828804016,1494,1057,1.413434247871334,1.9775961649242852,22.699623427022452,30.506548958333333,69.44516302083333,16.640940104166667,40.32074552399975,81.73220791471404,26.294793100923435,26.460437029631137,0.9971325399654775,0.6483734306235877,5.7023734728409625
0,776504.5,4059.7639561891556,1427,989,1.442871587462083,1.8175078186926155,21.22548340669323,30.282605729166665,66.03766979166667,15.862060416666667,40.17231121916369,79.82828194101049,25.983345502546122,29.4211488376045,0.9968350620234958,0.6609164503737376,5.561836957328982
0,509057.5,3469.843041777611,1344,721,1.8640776699029127,1.90356492144797,23.651180337334196,20.454091145833335,46.692721875,11.343515625,37.05986568324885,77.01500756716555,24.178472004527357,21.542115849974785,0.9968723484620414,0.7662864149075177,3.960736861769402
0,432371.5,3138.892688035965,1338,493,2.713995943204868,1.5256185941950382,22.787457792675156,11.441051041666666,31.329866666666668,4.527439583333333,26.652623503205977,58.288953637093435,18.62441711018812,13.08391916479632,0.9986199478554936,0.8145438693869885,3.300559524540668
0,456947.0,3152.747591137886,1179,726,1.6239669421487604,1.8732019249497207,21.752670163992196,15.576094791666666,39.3216828125,7.2221307291666665,32.81298122185813,69.93264266615644,21.981286764768612,22.584865839847176,0.9970620641340873,0.7881122912330931,3.726931715458584
0,836883.0,4151.746714472771,1459,1057,1.380321665089877,1.8427462381240867,20.59666737302042,36.86041458333333,72.69741041666667,23.077184375,44.46257482042009,81.98199017773594,31.08130930970555,24.540168548229076,0.99713467211173,0.6425223364708214,5.705457050629674
0,563406.0,3514.5364733934402,1289,827,1.558645707376058,1.8920689520523388,21.92373993676461,17.182163541666668,46.07191510416666,8.179098958333332,31.40718010706181,71.29412463804638,21.080074631741493,14.161412574459678,0.9984787820873025,0.7673279358412186,4.1313096643973815
0,502951.5,3118.3628145456314,1095,784,1.3966836734693877,1.706884262200232,19.334243248386677,17.632844270833335,43.4539359375,6.876017708333333,33.43132000995532,72.60453387744111,20.251342014576554,16.533060178397225,0.9979261026982209,0.7760193459241576,3.9138008403998352
